[34.083] eren_ackerman: lets gooooooo\
[35.590] kiku1133: ちゃあああああん
[8711.634] Moqlnkn: no
[8740.000] leoxbrasil: Vamos la Sasamo!!!
[8766.854] Shory_no_Vento: RyuChamp
[8797.160] ジャンクばっち: 今日は若者多いんだねぇ
[8857.733] shin_akito: ４人なので試合台と研究台に分かれてる感じやね
[8901.625] shin_akito: おっ
[8902.275] danny_love_danny: お
[8906.389] tukumi07: お 誰？
[8907.185] (S)箸くれ: いらっしゃいませー
[8910.580] (S)名もなき義人: 来店
[8910.669] feel2525: らっしゃっせ～
[8912.942] 豆の木ジャック: 店員さ～ん
[8914.534] tarou316: ピザかな
[8917.337] tanuma_19_19: さすがにぃ
[8919.702] shishou4815: ピンポン
[8922.943] (S)箸くれ: えいたが国籍売りに来た？
[8927.111] danny_love_danny: 常連りゅうせいくんじゃない？w
[8928.350] (S)名もなき義人: ササモくんの弁当が届いた？
[8938.291] ひろみつー: ピンポンにぃ
[8939.704] pityutyunpa: 佐川急便でーす
[8940.715] (S)hiaaru: ？？
[8955.904] tanuma_19_19: えいた日本国籍ありがとうな
[8959.221] ポンポン: 出前たのもっか
[8963.804] shin_akito: じゃじぃが適当ぶっこいてる可能性？？？
[8978.928] HatatouiIIe: salve daigo
[9088.487] sttaydead: salve mestre
[9108.765] tabibitox: じゃじぃくん直前スパー後とか？
[9161.565] ガチくんコス転売ヤー: マイクの反響って結局直らないのかな
[9194.724] 豆の木ジャック: SA2も状況いいなぁ
[9218.144] hoehoeR: discord部屋また入れなくなってる 悲しい
[9246.821] CabritaAlada: Salve patrao
[9248.767] 豆の木ジャック: 詐欺れてないのか
[9267.892] (S)brutal9998: あらいつの間に、誰が店長どかしたの？
[9270.826] twitchyarutch: マイク二本で音拾ってるからしゃあない
[9277.801] HatatouiIIe: daigo ta ganhando?
[9338.038] (S)しすてむえらー: オンライン環境になってもオフラインゲーセンはやって欲しいな
[9343.678] HadoukenDojoGamer: Buena
[9375.435] (S)brutal9998: ささもが座れないのは膝にきそうだな
[9400.305] DandyCheeks: Backdash punishes throw?
[9428.095] eduardobobys: why do you say that? did you see it happen?
[9435.447] 豆の木ジャック: みんな謎の棒を捨てちまった
[9439.059] DandyCheeks: On the small screen where daigo is testing stuff
[9451.343] DandyCheeks: Meaty throw got backdashed and then punish counter jabbed
[9461.830] DandyCheeks: Could’ve been mistimed tho
[9491.341] eduardobobys: i've heard throw whiff is very punishable, so you may be correct
[9506.806] DandyCheeks: I wouldn’t mind. Backdash is a major risk
[9582.172] 戸愚呂妹: Cant be punished frame spend if throw after big dragon punch hit
[9582.335] (M)Moobot: Twitch Prime に登録すると無料でたくさんの特典が得られます → https://bit.ly/2YE2nLB
[9658.617] DandyCheeks: So perfect meaty throw can’t be punished by backdash I guess.
[9675.091] tinibari: there's usually throw invuln on wakeup
[9679.843] ememeume: ウメハラさんーーー 
[9687.431] GutterMagic: 4Head
[9709.080] DandyCheeks: In this game? Sfv didn’t have throw invul. Thought that was a kof thing
[9727.600] DandyCheeks: Sup gutter
[9735.505] GutterMagic: What. Up
[9745.175] DandyCheeks: Hooked on tears of the kingdom lol
[9746.717] (S)sir_dandaman: sir_dandaman subscribed with Prime. 
[9760.533] 戸愚呂妹: So searching
[9781.821] tinibari: sfv has two frames of throw invincibility on wakeup
[9826.153] 戸愚呂妹: Frame spend for just throw
[9829.095] DandyCheeks: How? Meaty throws work on sfv just like buttons do
[9847.848] tinibari: throws are active for 3f in sfv
[9855.879] tabibitox: 誰や！
[9858.931] balthazar000: もう一人？
[9874.005] DandyCheeks: Really? Interesting. I always thought they were only active on frame 5
[9888.780] sei_6: ももちさんもうこないのか
[9941.615] (S)abeteru: who is jazzy's opponent?
[9964.564] hawkfgc: @abeteru noble
[9972.332] (S)brutal9998: ももちまた来てほしいよね
[9976.485] (S)abeteru: thx!!
[9984.335] (S)mojira_2222: このゲーム、前歩きからヨガフレコマンド入力だと昇龍じゃなくて波動が出てくれるから弾キャラ強そうなんだよな
[9992.957] kern_tucker: ぴんぽーん
[9993.410] (S)brutal9998: 誰だ！
[9995.598] tabibitox: メンおじ？
[10002.639] nakao86: ？
[10017.068] (S)kumonouenosaka: このゲーセン流行ってるなあ
[10049.774] (S)brutal9998: そういやえいたトラボしばらく見なくなったなあ
[10060.029] (S)Norsest: いいゲーセンだ
[10104.532] ポンポン: こくはこのゲーセンこないのかなぁ
[10149.558] HatatouiIIe: ?
[10162.022] クラクラ777: すごいエコー
[10162.597] balthazar000: 膝ってパニカンだと浮くのか
[10207.384] au0724: かべくんか
[10240.405] tabibitox: 発売前に端の連携研究してる体験者たち
[10250.380] hotokemax: もにい、デケえなあ
[10260.071] (S)kumonouenosaka: 3700人がベガ立ちで見守ってるゲーセンを想像してちょっと笑った
[10380.843] (S)mobageiskusoge: kabe looks a lot like shuto from this angle
[10426.349] jagajaga1943: バランス調整された製品版来てからでも遅くはなさそうだけどねｗ
[10434.393] TB2117: このワイワイ感いいなｗ
[10764.089] ぽんいち: BibleThump
[10764.265] (M)Moobot: サブスクライバー限定Discord連携方法はこちらから！ https://sites.google.com/view/daigothebeastvsubhelp/
[10819.844] y0rmammu: Daigo really just lining up the demo bodies on the daily 
[10848.858] GutterMagic: Yeah kinda odd how we aren't doing anything close..
[10888.269] mastergoku2468: But we want the milliin?
[10904.272] (S)brutal9998: この声はシュート？
[10917.439] samtastical7: daigo shot that quick look of disapproval for that rq
[10939.400] (S)brutal9998: ああノーブルか
[10956.892] tomitakun: HeyGuys
[10958.589] mastergoku2468: No shots but if usa wants that million they should be doing this
[10992.908] hyprcat: Usa more concerned being content creators
[11007.578] GutterMagic: NAHH it's definitely shots.  We stupid that no pro is hosting something like this
[11011.692] kusorisuw: たま見てからインパクトできるけえ
[11023.880] snkisntdead: P2 name?
[11024.982] AJKI11A: BODIES ON BODIES
[11027.471] 2dyuusha: US has too many ego. I can't imagine punk invited Idom over lol.
[11038.864] (S)brutal9998: 誰だ昨日店長に嘘吹き込んだのはw
[11049.126] GutterMagic: But I bet some got it early now and are playing in secret tbh
[11051.944] heartofbattle: US playing that cracked version off the grid.
[11072.180] heartofbattle: And very soon early copies
[11097.875] AJKI11A: animmme
[11101.194] GutterMagic: It's crazy how much Japan bearly jumps. It's so fun to watch
[11109.141] misopotato: サドンデス
[11139.899] (S)スマンゲリヲン: じゃじいさんしか分からぬ・・・
[11145.525] kumi115: のーぶるくん元気かい？
[11157.046] tang_swi: 音がハウッてない？
[11197.271] (S)brutal9998: じゃじいのーぶるかけるささもまでは分かる、もう1人は誰だ
[11199.364] (S)naginagi99: じゃじい、ノーブル、翔、ササモ、かべ かな？
[11221.439] explict_cont3nt: @guttermagic It’s really an art
[11226.960] mebi19: ゲーセン故会話が聞こえない
[11240.919] (S)brutal9998: かべか、この間と雰囲気違って見える
[11243.631] GutterMagic: I agree
[11315.063] twitchyarutch: ピンマイクでもつけてもらわないと個別の会話全部拾うのは大変だろな
[11348.722] (S)brutal9998: ピンマイク付けるゲーセンなんて聞いたことない
[11361.628] くずしすた: ゲームの音消せばいいじゃん
[11372.112] arincolol: 今日のメンバーって誰がいますか？
[11382.824] 記入漏れ: プレイヤーが音聞こえないじゃないか
[11389.173] BarbaBrancaTV: that damage
[11394.194] twitchyarutch: あくまでもプレイヤー優先でいいよ
[11406.697] bunbun0880: ササモくん体調治ったのか
[11436.869] (S)naginagi99: 昨日の残業のやつｗｗｗ
[11438.926] ロンロ: 嘘でした。。
[11443.735] yomogi0610: ｗｗｗ
[11444.597] as6623: ｗ
[11446.368] hato_pizza: ｗｗｗ
[11447.775] tabibitox: ツネ？
[11448.978] (S)brutal9998: 全然無理でしたw
[11453.611] bunbun0880: わやした
[11454.983] hato_pizza: 音プ
[11463.053] twitchyarutch: 全然無理は草
[11469.772] balthazar000: また試してみたら？
[11478.755] balthazar000: ガチ君だからかもしれない、、、
[11487.426] はおすけ: 遅い係のやつならいけるけぇ
[11487.636] yomogi0610: わやした
[11501.386] mebi19: リアル環境だとボタン音判断しちゃうよね
[11505.062] (S)brutal9998: それでも愛される男ガチくん
[11517.026] takahashiseigi: ツネヒーローのガセ情報
[11526.284] yomogi0610: ツネは和む
[11542.778] tabibitox: 弾撃てなくなってたウメちゃんｗ
[11550.557] (S)puertoescondidomota: 擦られるガチくん
[11596.441] (S)yamato925925: ウメちゃんが大パンマンじゃなくなってる
[11718.688] nosveral: 私たちは皆、一つの大家族であり、私たちの心は時の川のように鼓動しています。
[11966.279] 憂う者の弟子: だれだ！
[11966.465] (M)Moobot: Twitch Prime は30日ごとの更新が必要です。お忘れなく！
[11967.374] chocolat1234: 入店
[11978.931] balthazar000: 大パンマンはももちに駆逐された
[11986.027] mebi19: ニューチャレンジャー？
[12007.548] (S)一1990: 客の顔よく確認してね
[12038.174] balthazar000: スト４の乱入セリフ好きだったな～
[12241.157] takahashiseigi: ももちは少しでもゲージ回復のため、歩きをしているみたい
[12264.024] yomogi0610: りゅうせいさん
[12335.676] balthazar000: やる気勢の巣窟
[12353.728] tabibitox: ワラキア式は多すぎて番号付けてほしいｗ
[12384.801] highspeedwarakia2: ルークの場合は端限定できます
[12393.205] ~MISSING_COMMENTER_INFO~: ウメ腹
[12407.167] twitchyarutch: 番号三桁いっちゃうw
[12445.027] (S)latenight000: ときど「まず、リュウやめてね」
[12447.492] balthazar000: りゅりゅうせい
[12480.815] niko_with_attitude: That cross cut combo was disgusting 
[12982.690] (S)歩歩歩: りゅうせいと対戦してるオーイシマサヨシに似てる人は誰ですか？
[12993.133] (S)brutal9998: かべくんらしい
[13001.997] (S)歩歩歩: ありがとう
[13059.185] a0rei0914: ウメさんと対戦してるの誰ですか？
[13086.166] (S)mm2351: ｗ
[13139.636] ta2_tattuu: 翔（旧うずら）さん
[13173.983] a0rei0914: ありがとうございます。リュウの！
[13209.084] seatliens: moon2WALK
[13255.654] bunbun0880: 今の削りでも終わりかな？
[13364.514] TyleR_PSN: 🐋
[13451.412] okureiman07: ウメちゃんまた強くなった？
[13484.237] yofierce: yofierce subscribed at Tier 1. 
[13550.191] (S)poto2panapa: 大Ｐラッシュや生ラッシュが減って差し合い中心になった感じか
[13609.632] 俺は大貫信者: かってえええええ
[13622.998] a0rei0914: 裏のプレイヤー１は外国の方かな？
[13630.552] 俺は大貫信者: ささもくん
[13697.640] reeey777: ウメさん製品版出たらガイル使うのかな
[13699.307] takahashiseigi: ゆくゆくは細かい差し合いから、北斗のバスケの時代来るかなw
[13813.126] hojihojidx: じゃじぃさんケミストリーの堂珍っぽさある
[13819.831] 俺は大貫信者: スト6の飛びって距離でちょっと表裏分からん時あるよね
[13836.444] atl4s_30: Who is The player 2?
[13922.147] hato_pizza: jazzy
[13938.684] OldTypeOji: ↓Jazzy vs Daigo  ↑ Ryusei vs Sasamo
[13954.392] okureiman07: 明日の人狼めっちゃ楽しみやわ
[13971.640] simauma99: ガイルは触るけど、最強じゃなければ積極的に使いたくはないかなーって感じだと思う
[14075.881] Lycanthropic: Daigo uses stick or hitbox?
[14107.067] atl4s_30: Hitbox i think
[14107.213] (M)Moobot: Twitch Prime に登録すると無料でたくさんの特典が得られます → https://bit.ly/2YE2nLB
[14119.297] ShinYakimura: daigo has been permanent hitbox for a while now
[14164.062] にぼし丙: ふーど勝利
[14173.399] よたーん: ふーどさんゼン様に7ー１で勝ったよ
[14188.498] tabibitox: 優勝はときどかふ～どになった
[14193.569] 俺は大貫信者: そうか今ﾄﾊﾟﾝｶﾞｧ……してんのか
[14206.481] prisira: 優勝争いが起きる状態になった
[14217.765] tabibitox: ときんす×× ふ～ど〇でふ～ど1位、他はときんす
[14227.698] (S)osarusan26: 全体的に日本勢って長期戦強いよね、逆に海外勢は短期戦強い気がする
[14240.158] 157655: 前期の再現なるかふーど
[14260.360] kaigaizei: 日本勢と言うかときふーが長期戦強いように思える
[14261.542] totomaru_chan: メナも優勝あるでしょ
[14285.006] tabibitox: メナはない
[14306.668] totomaru_chan: メナもうないんだ？
[14312.951] (S)latenight000: メナどうやって優勝するん？
[14313.529] tabibitox: ふ～ど勝ってときんす2敗でメナと並んでも直対でふ～＞メナ
[14337.078] (S)naginagi99: 直接対決の結果優先だから優勝の目消えちゃうのね
[14351.109] totomaru_chan: あーそうか直対で勝ってるのかありがとう！
[14406.066] okojo1991: 久々にみたけど戦略がすごい進んでる・・・
[14420.582] a0rei0914: ときどさん濃厚ですなあ
[14456.134] Papapadad: タイムオーバーも見るようになってきたね
[14469.995] okojo1991: これで発売前とか信じられん
[14477.027] (S)naginagi99: ミスったら瀕死が待ってるゲームになりつつある
[14486.009] takos3: 時間的にしょうがないんだろうけど成績被ったときは決定戦やってほしいのよなぁ 盛り上がるし
[14493.643] kobayan86BRZ: 再戦が爆速だなぁ
[14519.261] totomaru_chan: ときどはメナに勝てば優勝決定かメナ全力だな
[14527.549] のってる: どの道ときどがメナに勝った時点で優勝やからなぁ
[14545.650] iwaisi: 6はタイムオーバーゲーになったらさすがに修正してほしい
[14551.642] (S)brutal9998: ときどはスト6どうなのかなあ、強いのは当たり前だけど5程圧倒的にはならない気もする
[14560.567] a0rei0914: メナはバーディでいくんかなぁ。ルークにはいけるって言われてるけど
[14594.349] yamanashi_sp: それでも最後にときどの全勝優勝になるのかそれをふーどが阻止するのかという勝負が見られる
[14613.638] tabibitox: 直対優先なのでときんすは負け負けで3位
[14621.158] kobayan86BRZ: ときど世代は強いね
[14660.021] okojo1991: どんだけ進歩してんだこの人達
[14692.967] (S)Fkdso555: UNI
[14696.411] iwaisi: ｗｗ
[14714.263] one596: UNIとか絶対知らんやろw
[14726.473] magnumops: who is the guy playing daigo?
[14798.830] kdashvox: H
[14825.314] JadenSmithEyes: plupFridge
[14838.383] nikkorogasi: こんちはー。人いっぱいいるー！
[14848.449] donachan: なるほど
[14856.706] (S)naginagi99: player2 is noble
[14947.092] mogera: Noble, SF5 Kolin player
[14973.098] donachan: やさしい
[14979.693] yomogi0610: ｗｗ
[14984.132] ahiruchanng: やさしい
[14984.334] iwaisi: ｗｗ
[15026.398] wgoo: 今日は誰がきてるんだろ
[15155.183] kakami12: インパクトは基本どのキャラでも距離は一緒ですか
[15155.348] (M)Moobot: サブスクライバー限定Discord連携方法はこちらから！ https://sites.google.com/view/daigothebeastvsubhelp/
[15157.535] いつかっぷ: umeSnooze
[15183.246] shigepedia: 距離はキャラによって違う
[15198.819] hato_pizza: ノーブル(コーリン) ささも(バイソン) りゅうせい(ユリアン) かべ(是空)
[15218.767] kakami12: ありがとうございます！
[15239.443] wgoo: ありがとー 珍しいメンツだ
[15240.019] hato_pizza: (自分もさっき教えてもらいました)
[15277.006] (S)brutal9998: いつの間にかじゃじいは帰ったの？
[15283.832] ShinYakimura: lol
[15314.367] (S)brutal9998: めっちゃ寝やすそうな腹だ
[15334.747] ahiruchanng: まだ発売してないってマジ？
[15351.399] ~MISSING_COMMENTER_INFO~: ササモンって呼んでいい？
[15358.063] uwadai: あなたさ～
[15366.139] atl4s_30: Daigo Will play with Guile in the Game base?
[15370.390] (S)brutal9998: 発売って…何かね？
[15402.983] trumyolo: He said he will consider but maybe he wont play Guile
[15428.495] atl4s_30: Ohh understand. Thanks
[15476.287] nosveral: right here, right now
[15478.687] ShinYakimura: ooh, that was the first time I saw the sideswitch setup with ryu. wonder how hard that is.
[15654.498] TKUDemarcus: @ShinYakimura did you clip it?
[15844.101] pu_neko3: 今日はももちいないし店長座りっぱかと思ったけどそうでも無さそう？
[15857.799] atl4s_30: Someone Will play Jamie in The Game base?
[15883.646] super_diogao: super_diogao subscribed with Prime. 
[15955.016] bronzeman3: W believe momochi will be
[15959.968] nosveral: 遅すぎる
[15970.164] めっとくん: オーイシマサヨシいる？
[15971.949] trumyolo: If ppl played fang in sf5 then why not lol
[15973.548] (S)おやつハンター: ~MISSING_MESSAGE_INFO~
[16075.057] ebiebi12: ガイルはやらんのか
[16184.049] mine100: ウメさんペンギンみたいやね
[16213.059] キングレオ222: そういえばまだナリくんて存在してるの？
[16247.948] (S)しすてむえらー: ひぐちがおじ枠になって分からせてる
[16284.759] wasabi00009: 端追い詰めた時に、前ジャンプの入れ替わりに昇竜お仕置き入れても、なんかダメ少なくてなー、もっとリスク負わせれたら良いのに
[16371.485] ~MISSING_COMMENTER_INFO~: 炎舞うまいぞ！！！
[16381.714] vungo_mr: １升くらい？
[16385.644] ~MISSING_COMMENTER_INFO~: 炎舞炊きの炊飯器！
[16406.188] as6623: でっかくなれよササモ…
[16478.846] abura0: あれ？ゲーセン人増えてる？
[16525.878] azncoffee: parry into sideswitch
[16527.021] azncoffee: holll up
[16563.662] trumyolo: Dem the beast
[16674.391] taro0140: ウメちゃんがんばえー
[16740.969] (S)legendarykidgoku: legendarykidgoku subscribed with Prime. 
[16761.205] (S)legendarykidgoku: umeSnooze
[16763.646] だいこん_: umeBoom
[16763.820] (M)Moobot: Twitch Prime は30日ごとの更新が必要です。お忘れなく！
[16778.997] tabibitox: 恐ろしい子！
[16780.460] chin_56_: 恐ろしい子…
[16786.429] market_fujisaki: ano
[16788.917] yamanashi_sp: ひぐち恐ろしい子
[16799.114] market_fujisaki: あのEWに7タテは凄い
[16816.323] Dakaa: daigo! daigo! daigo!
[16835.338] kiraku08: 翔君SFLで見たかったなー
[16856.292] balthazar000: とんでもないやつが増えすぎた
[16870.342] Itsfreakyyyy: RyuChamp
[16955.355] (S)polka11533: polka11533 subscribed with Prime. 
[17006.943] tentough: ウメもも
[17010.244] market_fujisaki: ささもにぃもメキメキ強くなってるね
[17373.867] crimgan: 5456+
[17455.524] ishmagik: Very nice set 
[17479.125] (S)黒魔: 黒魔 subscribed at Tier 1. They've subscribed for 5 months! 
[17489.704] tabibitox: ゲーム性的にDJは合ってそう
[17504.121] snkfkn: 上の右の人だれだろ。
[17530.582] (S)brutal9998: ガイルキンバリーは間違いなく弱くなってるだろうな
[17550.928] tabibitox: 無理やｗ
[17579.678] zyangara2: キンバリーは結構初狩りで無双してた部分もあるからどうだろうね
[17793.649] (S)brutal9998: 初狩り要素ってこれからはじめる初心者にとっては害悪でしか無い気がするんだよね
[17824.981] takahashiseigi: ウメさん、昨日ももちとやれて、LVアップファンファーレ鳴ってた
[17891.017] ロミヲ: ももちという極上の食材を与えてしまった
[17899.750] ta2_tattuu: 上げたランクは基本降格なしなのと、初心者専用サーバーもあるので自衛するしか無い
[18008.883] だいこん_: 出んがや
[18021.081] (S)brutal9998: ときど完全にヒールになってるなw
[18095.419] (S)brutal9998: ときどは連敗しない限り優勝
[18100.986] heyyo0h: squad stream would be sick for sv6 demo
[18109.247] aranami0: ｗ
[18109.363] hato_pizza: ドネ ドネ
[18111.939] chin_56_: ウメリーグ
[18113.473] ~MISSING_COMMENTER_INFO~: いい企画！
[18113.499] heyyo0h: sf6*
[18117.054] (S)brutal9998: りゅうせいつっこむねえ
[18122.152] (S)latenight000: ウメッズガーデン
[18125.386] market_fujisaki: ウメーションカップ
[18127.700] ロミヲ: 俺たちの声を何でも代弁してくれるりゅうせい
[18135.688] balthazar000: けもンガでもいいよ？
[18136.537] (M)(S)gameinntwitch: 特にトラブル無さそうですかね
[18139.198] hato_pizza: SFL出てない人限定とか
[18144.458] ~MISSING_COMMENTER_INFO~: ウメカップ
[18145.657] market_fujisaki: 若手育成リーグみたいなのやってほしい
[18157.559] (S)jigokunonekomatu: FAVカップにウメちゃん出てもろて
[18157.752] (M)Moobot: Twitch Prime に登録すると無料でたくさんの特典が得られます → https://bit.ly/2YE2nLB
[18159.116] wahaha7788: SFLがすべての企画を破壊する
[18159.193] as6623: 前に言ってたキャラ限大会はどっかでやってほしい
[18159.521] (S)brutal9998: リーグ出てないライセンス持ち限定とかね
[18169.140] (S)latenight000: TOPANGA潰しみたいになると対立構造産まれるからねぇ
[18196.865] market_fujisaki: もしくはにゃん師に持っていこう
[18202.546] miruujyu: ウメさん、リジェクトありえそう
[18205.790] (S)jigokunonekomatu: そして蚊帳の外の総師範
[18206.378] ロミヲ: プロじゃなくてリスナー参加型とかにしたらすごい盛り上がるのでは
[18215.842] kaigaizei: 揉め事になった場合のことを考えて責任者をKSKにしておこう
[18227.804] wahaha7788: ビーストカップはあまり盛り上がらなかったな
[18233.391] みんら: またKSKの借金が増えてしまうのか
[18252.799] (S)brutal9998: そもそもトパンガのトップが腕毛な時点で揉めようが無い
[18290.323] abgusk: も兄とやってるのだれ？
[18294.394] chocolat1234: w
[18302.326] tabibitox: ラシードくらい長そうｗ
[18332.357] kaigaizei: ときどメナ4-4
[18353.058] tabibitox: パリィが正解か
[18388.525] cluminati595: I would rather they play sf5
[18422.102] ロミヲ: 店長どこまでムキムキになるの？
[18470.540] (S)gazesd: umeYay
[18480.275] (S)箸くれ: umeYay_TK
[18480.724] tabibitox: 溶けたｗ
[18481.252] kitaro_EX: 許されない
[18489.485] methotrexate_aym: なかったー
[18490.141] たかちゃん06: umeFail
[18490.522] ChansonNoire: atpRtsd
[18506.767] (S)tachiuo00: umeSalute
[18507.282] (S)latenight000: 勝敗が実況されていく
[18510.368] MTL_Reggie: @ChansonNoire va te coucher
[18523.904] as6623: ストV星人はさすがに気になる
[18555.126] ChansonNoire: @chesterr01 toi va te coucher
[18583.886] ChansonNoire: nyansScoots
[18678.137] hSekk: Throw loooop
[18803.885] kaigaizei: 格ゲー星人リーチ
[18907.320] une3333: お互いｗ
[18921.990] ロミヲ: umeYay
[18995.090] kaigaizei: そこまで見るならみればいいのに対戦に移るの草
[19016.435] tabibitox: ときんす優勝か
[19024.034] ta2_tattuu: 確定したね
[19030.976] (S)aliyome: ときんすお前が格ゲー星人だったのか
[19036.666] (S)brutal9998: 勝つべくして勝った
[19040.825] kaigaizei: 残業の覇者
[19041.205] imamu25: めちゃくちゃハイレベルだった
[19041.619] furu13: 地球滅亡
[19042.124] (S)宮本燈: スト5が格ゲー星人に侵略された
[19043.490] ロミヲ: ときんす今回やばいな
[19043.614] (S)gorogorogorn: メナ超笑顔ｗ
[19044.053] 何も知らないジョンスノウ: 圧倒的だったわ
[19069.404] sengoku_iori: ときど優勝した
[19077.767] megmilkman: ウメちゃん、SF5の最強はやっぱりときどだったよ
[19088.204] one596: わーかったよときど優勝速報はw
[19098.935] (S)latenight000: ときどすーごい
[19118.272] megmilkman: SF6もおそらくときどだよウメちゃん
[19122.280] pondenring0930: はぁじめぇ！
[19124.681] as6623: ときんすおめでと～
[19146.350] (S)jigokunonekomatu: soushihanThumbsup
[19147.099] balthazar000: かかと喰らってるのは投げ抜けしたから？
[19153.427] jazzyjamboree: いや～～
[19157.049] rxz_2017: いやー合戦
[19157.507] (S)mm2351: ときど強すぎたな
[19158.161] ぢょごぢゃん: 最初から最後までときんすのゲームだった
[19162.045] ガチくんコス転売ヤー: ここだけの話だけど、ときど優勝したよ
[19179.104] hSekk: godlike parry
[19179.248] (M)Moobot: サブスクライバー限定Discord連携方法はこちらから！ https://sites.google.com/view/daigothebeastvsubhelp/
[19183.339] tabibitox: はんくりにぃ早すぎるｗ
[19203.688] kitagawakun: 全然関係ないけど、今からみんなでウル４やらない？
[19211.511] (S)gorogorogorn: ときどは全勝狙ってるだろうなあ
[19225.589] nnmdfs: ときどさんの6攻略も楽しみ
[19242.067] persona777: ときんす最速６やりそう
[19254.176] imamu25: いうてときどのスタートダッシュも凄いからね。すぐ追いつかれるかも
[19259.235] (S)latenight000: ときどならどの格ゲーでも全1狙える怖さある
[19270.281] megmilkman: 6先行してやってるんだからときどに負けたら相当恥ずかしいよね6
[19271.325] (S)naginagi99: 今日はこのゲーセンいつまでやってんだろう。トパチャン後にときど来ても驚かない
[19293.730] hato_pizza: さすがに今日は全員で大宴会
[19296.647] (S)gorogorogorn: ときふーは今からでも出遅れるのが想像できない
[19301.976] cha_ske: 恥ずかしいってwww
[19305.997] cut888: はやく焼却炉をみせてくれ
[19317.283] sengoku_iori: はんくりにぃ、予め描き終えてたなw
[19346.713] (S)naginagi99: かぶせのOD波動は強いよなあ
[19357.122] 戸愚呂妹: とらぼいた？
[19359.843] balthazar000: なんでぇ？
[19360.728] (S)naginagi99: ｗｗｗ
[19360.976] (S)brutal9998: トラボみたいなやついたな
[19361.918] as6623: なんでぇ！？
[19380.641] balthazar000: 翔vsとらぼ なんでぇ争奪戦
[19404.703] wahaha7788: ウメちゃんのなんでぇが一番きれい
[19436.832] (S)brutal9998: トラボのは綺麗じゃ無いとでも？
[19461.012] megmilkman: リュウ同キャラが至高
[19464.478] maddy2623: 5のあと6みたら6のスピードはえ〜
[19490.721] wahaha7788: グラフィックの進化もすごい
[19502.697] ロミヲ: ５みると６の綺麗さがやばい
[19514.894] Fuzzy_K: ささもさんいたぁ
[19518.421] nnmdfs: ルークだいぶかっこよくなった
[19518.740] (S)naginagi99: 閉店５時半かあ
[19522.416] zherofiction: Sf6 out yet?
[19525.604] maddy2623: 腕毛の打ち上げ
[19525.621] (S)箸くれ: 閉店時間のお知らせ草
[19533.661] bunbun0880: トパチャンの打ち上げいくんかな
[19535.349] tabibitox: このゲーセンは店長次第
[19537.633] ~MISSING_COMMENTER_INFO~: のみのみのみ
[19539.795] crownin_fumizuki: 普通に開店から閉店
[19559.649] zyangara2: トパチャン組と合流かな？
[19572.551] (S)gorogorogorn: ときどのスパーやったからかな
[19575.810] (S)puertoescondidomota: 出てもないのに打ち上げ行くんか？
[19591.974] (S)cqc5555: 卒業は祝わないとね
[19599.882] despera_lk: 気のせい？menaいる？
[19610.994] zyangara2: 結果に興味の無いおじリーグの打ち上げにも参加したからねｗ
[19618.590] kitagawakun: ルークって波動拳煽りでリュウのことは馬鹿にするけど、ケンにはやらないしたたかさがある気がするぜルークきたない
[19634.630] (S)brutal9998: メナ来たらちょっと笑うけどさ、今日は閉店時間早いから無理よ
[19647.390] ゴン攻め: 別に誘われたら行くやろ
[19652.114] wahaha7788: ケンにやったら顔面に傷つけられるから
[19663.770] market_fujisaki: ケンには昇竜拳煽りしそう←
[19665.303] のってる: というか閉店後トパチャン打ち上げやしな
[19681.569] snkfkn: ウメハラさんの対戦相手、誰でげすか？
[19694.338] methotrexate_aym: ノーブルくんでは
[19709.850] snkfkn: ありがとうございます
[19717.749] wahaha7788: ウメちゃんの足短いって言ったか？
[19837.396] sky_sky00: hello, and chat
[20129.362] easter19xx: ももち式やってますね
[20411.812] 0_orz: Daigo my fight stick is signed by you!
[20411.974] (M)Moobot: Twitch Prime は30日ごとの更新が必要です。お忘れなく！
[20413.482] Mac_McBride: that kid has a deep ass voice
[20434.752] Mac_McBride: I thought he was like 12 ;/,;apooo
[20466.437] Mac_McBride: im so stoned 
[20680.004] megmilkman: 製品版で色々触ってもリュイに戻る未来が見える
[20691.505] tabibitox: おわったｗ
[20696.649] azncoffee: broooo
[20700.666] ロミヲ: umeYay
[20706.274] tabibitox: 死がみえたｗ
[20706.802] ロードホッグ退院: すごくわかる昇竜
[20716.324] aranami0: ｗｗｗ
[20790.079] (S)Relty10: Relty10 subscribed with Prime. 
[20807.993] azncoffee: looking is third strike fireball game
[20812.797] azncoffee: like*
[20822.245] (S)fahmy0825: Daigo seems a bit troubled with the controller. Is he using Hitbox or leverless Qanba today? Yesterday his Hitbox seems to had some trouble with connection
[20838.488] (S)fahmy0825: So he switched to Qanba yesterday
[20867.256] (S)fahmy0825: REACTION
[20871.226] くまリンカ: あまい
[20872.215] ロミヲ: 人間モダン
[20889.308] (S)latenight000: ムキムキの店長
[20917.343] (S)kuropyonn: 何時で閉店な感じですか。
[20926.519] Nickflamer: is that bas?
[20964.711] (S)箸くれ: 閉店は17時半だそうです
[20973.841] azncoffee: do u see any 50 year old in the house
[20984.238] のってる: 中野行かないといけないからね
[21022.843] goozy009: りょうせいヤル気全イチ
[21046.373] (S)poto2panapa: 真空強弱の速度変更欲しいな
