[9.323] (S)ふれーく: わこらだ」
[9299.118] crow_d27i7: 急w
[9299.348] 楓さん: wwwww
[9299.564] (S)スパーズ: radaoGG
[9299.567] mirumiru_h: え
[9299.807] (S)sacooon: あ
[9300.373] (S)yumemiruneco: radaoGG
[9300.506] もくたろ: あの瞬間かｗ
[9300.533] (S)_ゆずれもん: え
[9301.168] tanuki_pan: 終わりどころを探してたな
[9301.265] 角角家: え
[9301.511] pu_tyan: 急やなぁ
[9301.703] (S)tumugi_76: 突然
[9302.142] (S)ほのぼの: え
[9302.170] 梨一: お？
[9302.462] (S)はるのてゃん: え
[9303.383] (S)riyuu25: え
[9304.178] dokukinoco: 自己中ぺックス
[9304.848] (S)ゆう77: お？
[9305.561] (S)zanado_fazanado: radaoGG
[9306.689] (S)田中弐号機: www
[9307.097] sunomono8: お
[9307.248] r1n_t: お
[9307.325] (S)panndaman1: え
[9307.369] (S)をぺ: お
[9307.640] (S)そるとりうむ: えっ？
[9307.842] 梨一: いいね
[9308.252] (S)mikan_san: お？
[9308.436] chirol__: お
[9308.623] (S)Ichigo_Strawberry15: お
[9309.136] ぱんだぁぁぁ: おー
[9309.512] (S)chai_latte3: お
[9309.607] kio_1216: え
[9309.622] ayunosioyaki0223: おー
[9309.644] あらんえむかーびぃ: おお
[9309.887] (S)yona_0724: お
[9310.087] (S)ラボア: www
[9310.948] (S)lunatic2525: お
[9311.010] (S)みそチョコ: お
[9311.157] (S)yumemiruneco: おおおお
[9311.389] (S)ここねり: お
[9311.568] (S)cocoa_223: お
[9311.820] (S)shoppi0: あら？
[9311.956] (S)riyuu25: おー
[9312.240] (S)mikan_san: あー
[9312.294] (S)himikokichi_06: お
[9312.619] (S)ゆう77: おお
[9312.901] (S)sacooon: へー
[9313.300] (S)をぺ: radaoYatta
[9314.124] soboroboso: おー
[9314.335] (S)ずれ: お
[9314.662] (S)ozokunchan: ヤッター
[9315.365] (S)NORI25252: お
[9315.941] (S)ラボア: お
[9318.096] shira_to: お
[9318.543] (S)nin__zin202: アリーナきちゃ
[9319.656] bc_moimoi: お
[9319.877] (S)わらびモち: radaoYatta
[9320.084] (S)marimoko6231: お
[9320.086] (S)shachi57o: へー
[9320.311] lara_3o: お
[9320.929] crow_d27i7: ほえー
[9321.026] (S)ozokunchan: radaoKitya
[9321.602] (S)ケバブビギナーのえる: おー
[9321.728] (S)nattoniboshi: お
[9321.920] (S)tumugi_76: お
[9322.145] (S)ほのぼの: お
[9322.651] (S)_ゆずれもん: お
[9322.743] 梨一: お前目が
[9324.061] (S)はるのてゃん: radaoYatta
[9324.228] (S)sakosho: radaoOI
[9324.375] あきぬこ: radaoYatta
[9324.437] (S)田中弐号機: おー
[9324.810] pu_tyan: radaoYatta
[9325.025] (S)shoppi0: radaoKitya
[9325.626] kio_1216: おー
[9325.869] (S)スパーズ: radaoKitya
[9327.400] 元気田: お
[9328.165] (S)ラボア: radaoKitya
[9329.856] (S)sacooon: どこまでいけるか
[9330.505] lara_3o: radaoKitya
[9331.549] kuuhaku417: radaoKitya
[9331.920] ayunosioyaki0223: radaoKitya
[9332.503] 梨一: 初めてでランクｗ
[9333.612] (S)yoichimu: radaoYatta
[9333.858] (S)まよかた: radaoKitya
[9333.992] chirol__: radaoKitya
[9334.709] (S)_こなた_: おお
[9335.015] キャリ: radaoKitya
[9335.982] (S)yumemiruneco: radaoKitya
[9337.519] (S)zanado_fazanado: radaoKitya
[9337.737] (S)NORI25252: radaoKitya
[9337.770] (S)panndaman1: radaoKitya
[9339.188] (S)who_tawn: そのライフラファンキーやな
[9339.416] (S)ninfea_03: radaoKitya
[9340.029] (S)そるとりうむ: radaoKitya
[9340.728] (S)riyuu25: radaoKitya
[9340.800] (S)ほのぼの: radaoKitya
[9341.349] (S)sakosho: radaoOtu2
[9342.998] (S)ナラ抹茶: radaoKitya
[9343.256] おろしポン酢: radaoKitya
[9344.331] がっちょ: シアがいい
[9345.012] (S)clavis0222: radaoKitya
[9345.676] (S)はるのてゃん: radaoKitya
[9346.577] (S)ozokunchan: ランク10戦しないと適正ランクいけんよ
[9347.514] (S)わらびモち: radaoKitya
[9348.214] (S)shoppi0: radaoKitya
[9349.201] (S)Ichigo_Strawberry15: 今も強いよ
[9349.340] いのりさん: オクタンとかシア強いよ
[9350.583] せおりー: 高くなった
[9351.508] (S)ふちてゃん: radaoKitya
[9351.538] zusshin_sushi: radaoKitya
[9352.505] (S)sacooon: かわらんのでわ
[9353.610] (S)huizika: シア強そう
[9354.468] (S)のこ汰: radaoKitya
[9354.610] 梨一: アビリティも回数制限あるの教えてあげてね
[9357.155] (S)ruchi_13: まだ強い
[9357.462] (S)しなもん風味: 全然現役
[9358.458] 元気田: ｵ゛
[9358.799] (S)鬼田: 終わってない
[9360.838] 五色椿: radaoKitya
[9361.910] (S)sacooon: 未だに強いイメージ
[9363.888] (S)gonzabu25252: 強い
[9366.867] (S)lunatic2525: 今も強いけどね
[9368.053] (S)haaayatee: まだ現役
[9369.476] 神崎立夏: あくび
[9369.571] (S)tumugi_76: まだ強い
[9370.389] (S)りんりんりんこ331: つよい
[9370.754] (S)Riondam0626: 強いと思う
[9370.928] せおりー: まだ高くなってないっけ？
[9370.969] がっちょ: ハボックが安い
[9377.076] dokukinoco: 10試合は適正判定だから、ふぁいと
[9386.051] crow_d27i7: オクタン、ライフラ、ブラハかなぁ
[9395.807] せおりー: 初戦はEVAオススメ
[9398.912] (S)gonzabu25252: 買って増やす
[9407.885] mirai9319: mirai9319 subscribed at Tier 1. They've subscribed for 15 months, currently on a 15 month streak! わこらだ
[9410.353] 五色椿: o
[9410.612] もくたろ: 棒読みお兄ちゃん
[9411.214] (S)sacooon: お兄ちゃん
[9412.739] (S)をぺ: お
[9414.353] 神崎立夏: フラグ
[9414.415] (S)moris1013: わこらだ
[9414.658] sunomono8: お
[9414.732] 梨一: いったな？
[9415.525] (S)ゆう77: お
[9416.188] (S)ナラ抹茶: お兄ちゃん
[9416.318] chirol__: フラグ
[9418.348] crow_d27i7: おにいちゃん
[9418.549] 紗弥0926: あ
[9419.022] 梨一: お？
[9419.095] (S)ケバブビギナーのえる: がんばえー
[9420.000] 五色椿: あ
[9421.693] 紗弥0926: これは
[9422.401] 梨一: ｗｗｗｗ
[9422.821] (S)Ichigo_Strawberry15: あ
[9424.168] 12akina16: あ
[9425.061] 4toki22: あ
[9425.804] (S)そるとりうむ: がんばえー
[9426.142] (S)えりんぎ8: あ
[9426.328] (S)lunatic2525: お
[9426.408] dokukinoco: あ
[9426.893] (S)riyuu25: あ
[9427.864] crow_d27i7: あ
[9428.069] sunomono8: あ
[9428.226] (S)ozokunchan: あ
[9429.204] (S)かんくろー: シールドないから被弾減らせば勝てるゲーム
[9431.078] (S)tumugi_76: がんばー！
[9436.531] chirol__: おお
[9439.289] (S)そるとりうむ: おっ
[9441.217] (S)ozokunchan: えらい
[9443.024] (S)lunatic2525: がんばえー
[9445.139] crow_d27i7: 強いよ、たぶん
[9445.693] 神崎立夏: www
[9446.292] 梨一: ヒューズランパはアリーナでよくみる
[9448.786] (S)sacooon: そう
[9450.236] (S)哀れな人の子: 正直シアのほうが強い
[9450.844] (S)riyuu25: がんばれ〜
[9453.269] (S)ディンダン: ww
[9456.259] せおりー: グレ高いし3個までしか買えないから弱い気がする
[9460.582] (S)tumugi_76: www
[9464.012] (S)huizika: ディボ
[9467.414] chiara_1016: ヒューズ当てれればそれなりに
[9485.389] いのりさん: フラトラとか99強い気がする
[9486.659] (S)who_tawn: ふぁいと〜
[9488.114] おろしポン酢: 買い物下手だから
[9514.288] (M)Nightbot: らっだぁ切り抜きチャンネルはこちら→https://www.youtube.com/channel/UCh-qC7-Ru8a54apFdHnASsA/
[9534.935] 神崎立夏: wwwwww
[9535.342] 梨一: ｗｗｗ
[9537.391] chirol__: ｗｗｗ
[9550.835] (S)yuna_aaaaaaaaa: w
[9553.862] 梨一: 死なないで城之内
[9558.075] (S)社畜丸: radaoCry
[9558.494] 神崎立夏: はぇー
[9567.691] (M)Nightbot: サブスクdiscordの入り方はこちら→https://twitter.com/rader2525/status/1167079316754067456
[9568.876] (S)shige__maru: wwww
[9569.643] 梨一: あ
[9570.183] 五色椿: あ
[9572.773] 神崎立夏: あ
[9573.022] chirol__: あ
[9573.133] (S)をぺ: あ
[9574.901] dokukinoco: あ
[9575.168] sunomono8: あ
[9576.067] (S)ちゃつう: あ
[9576.903] (S)panndaman1: あ
[9577.129] (S)スパーズ: あああ
[9577.147] (S)sacooon: あ
[9577.228] (S)ゆう77: あ
[9577.426] (S)himikokichi_06: あ
[9577.743] (S)lunatic2525: あ
[9577.978] (S)ケバブビギナーのえる: あ
[9578.122] もくたろ: ｱｲﾀｰ
[9579.157] (S)riyuu25: あ
[9579.244] ぱんだぁぁぁ: あ
[9579.359] ニコ丸0429: あ
[9579.551] (S)moka_0322: あ
[9579.768] (S)NORI25252: あ
[9580.158] (S)yumemiruneco: あ
[9580.164] (S)哀れな人の子: 忘れるよね
[9581.178] (S)peroki0531: あ
[9582.811] lara_3o: あ
[9585.091] (S)huizika: あるある
[9585.257] せおりー: 惜しかった！
[9587.140] crow_d27i7: おしー
[9588.904] (S)nin__zin202: どんまい
[9591.305] (S)そるとりうむ: あ
[9591.877] (S)はるのてゃん: おしー
[9593.763] (S)田中弐号機: あー
[9595.646] (S)aina___10812: おｃ
[9595.922] (S)sakosho: radaoGG
[9597.270] (S)田中弐号機: www
[9601.114] 神崎立夏: モザ美が輝く
[9604.755] いのりさん: ライフラは金バック買った方が貢献度高いよ
[9611.263] (S)田中弐号機: がんばー
[9627.647] (S)あらじお: アリーナ基本蘇生通らないよな
[9661.119] (S)peroki0531: ライフラおったら確殺とりにいくからなぁ
[9670.796] yaminemusan: NefKOTYhk1gQc3T
[9687.153] (M)Nightbot: サブスクライブはこちら https://www.twitch.tv/products/raderaderader/ticket Primeの方は無料でスポンサー登録ができます→  https://twitch.amazon.com/prime
[9690.315] 神崎立夏: ちーん
[9692.332] dokukinoco: あー
[9694.742] (S)スパーズ: あー
[9695.153] (S)をぺ: あれー
[9695.243] 五色椿: はい
[9695.480] (S)ここねり: あー
[9695.963] (S)sacooon: www
[9697.744] chirol__: はい
[9698.031] (S)who_tawn: あれ？
[9701.520] (S)mimi_fuwa1489: ちーん
[9702.322] (S)sacooon: がんばえー
[9703.129] Meriel814: 強化しないんならハボック微妙じゃね
[9704.586] (S)huizika: ポイント取らないときついか？
[9706.861] (S)sakosho: ないす
[9708.362] 神崎立夏: バラバラになると辛いよな
[9708.783] (S)mimi_fuwa1489: がんばえー
[9708.795] tanuki_pan: なんだか弱々しいね？
[9710.718] (S)はるのてゃん: あれ？
[9710.916] ニコ丸0429: あれー？
[9711.885] neu_rose: あえー
[9713.239] (S)田中弐号機: ありゃー
[9713.316] crow_d27i7: radaoPien
[9715.778] (S)ほのぼの: んー？
[9715.983] (S)nin__zin202: お相手つおい
[9716.963] kio_1216: ありゃ
[9718.577] (S)lunatic2525: ここから
[9719.072] crow_d27i7: まあまあまあ
[9720.199] せおりー: ハボック弾出始めるの結構遅いんだね
[9721.282] (S)nikuman551: ファイトのいい練習だね！
[9724.760] ニコ丸0429: ママ？
[9724.906] (S)ゆきおまる: まあまあまあまあまあ
[9725.991] もくたろ: オリオンさん？！
[9728.011] (S)はちみつトマト: ここからだもんね
[9741.151] ponkichi1228: プロは遊ぶえいね
[9747.179] いのりさん: スコープは変更できますぜ
[9747.378] mirumiru_h: こっからね
[9753.672] (S)raynidayooo: 鬱ママー
[9769.650] (S)who_tawn: シールドおばさん
[9822.983] (S)シーチキ: わこらだ
[9834.075] (S)かんくろー: お願いグレねード
[9853.731] 梨一: あ
[9853.967] ayunosioyaki0223: あ
[9855.169] (S)をぺ: おc
[9855.474] 神崎立夏: ちーん
[9856.075] sunomono8: あ
[9856.110] (S)himikokichi_06: あ
[9856.213] (S)ちゃつう: あ
[9856.580] 五色椿: あやー
[9856.953] (S)ミャ3: あ
[9857.396] (S)ケバブビギナーのえる: あ
[9858.071] dokukinoco: あー
[9859.639] (S)ozokunchan: あら
[9859.679] (S)howlin_0: あ
[9860.123] (S)ninfea_03: あ
[9860.611] (S)sacooon: あ〜！
[9860.642] (S)mimi_fuwa1489: あああああ
[9861.067] (S)えりんぎ8: はい
[9861.402] 五色椿: ミュート
[9861.486] (S)nin__zin202: ありゃー
[9861.960] (S)Ichigo_Strawberry15: お
[9862.517] (S)riyuu25: あ
[9863.548] ayunosioyaki0223: ミュート
[9864.244] (S)who_tawn: このチーム弱くね？
[9865.118] (S)スパーズ: ミュート
[9865.214] (S)Ichigo_Strawberry15: はい
[9865.951] (S)sacooon: ドキドキ！
[9866.068] (S)howlin_0: ミュート
[9866.366] (S)nattoniboshi: ミュート
[9866.515] 神崎立夏: ミュート
[9866.993] sunomono8: ミュート
[9867.062] 梨一: レイザービームしてくれｗ
[9867.616] (S)riyuu25: ありゃー
[9867.983] chirol__: ストレイトディスコｗｗ
[9868.360] suzuya_watanabe: radaoGG
[9868.595] (S)norensan: ミュート
[9869.895] (S)himikokichi_06: 混ざってる
[9871.105] (M)Nightbot: らっだぁ切り抜きチャンネルはこちら→https://www.youtube.com/channel/UCh-qC7-Ru8a54apFdHnASsA/
[9873.713] pu_tyan: ミュート
[9875.047] bc_moimoi: ミュート
[9876.158] (S)ozokunchan: radaoGG
[9876.170] (S)田中弐号機: radaoGG
[9876.730] 0214ちさ: まざってるwwwwww
[9877.164] (S)nin__zin202: どんまい
[9877.388] (S)sacooon: ピックのせいだろ？だろ？
[9877.629] (S)yuuragi1722: ビスコww
[9877.894] ももかんぬ: radaoGG
[9878.649] (S)riyuu25: ミュート
[9879.242] (S)yumemiruneco: もう一回
[9880.716] (S)ケバブビギナーのえる: radaoGG
[9880.825] crow_d27i7: あー 
[9880.847] がっちょ: もっかいれ
[9880.943] lara_3o: radaoGG
[9881.036] zusshin_sushi: ミュート
[9881.512] ponkichi1228: w
[9881.603] 梨一: ｗｗｗｗｗｗｗｗｗ
[9881.644] もくたろ: 記憶喪失したｗ
[9882.230] (S)Riondam0626: radaoGG
[9882.902] (S)ほのぼの: radaoGG
[9883.512] 12akina16: 混ぜるな危険
[9884.144] ryon_ryon__: それチョコレイト
[9885.146] ta_tago: ミュート
[9885.279] (S)sacooon: ランクいこ
[9886.867] (S)えりんぎ8: レイスはガチでいらん
[9886.889] (S)mikan_san: ノーカンだね
[9888.470] 夢現: わこらだ
[9889.569] (S)norensan: radaoGahaha
[9889.797] ニコ丸0429: 記憶が…
[9890.093] 神崎立夏: さっきのは夢か
[9890.759] (S)宮瀬: radaoGG
[9892.096] crow_d27i7: radaoSeven
[9892.262] soboroboso: あれ？
[9893.728] (S)ケバブビギナーのえる: 1、2、3
[9894.352] (S)yutiy_25: それちょこれいと
[9900.433] (S)そるとりうむ: 夢
[9900.626] (S)noririnmonrou: 夢かぁ...
[9903.153] dokukinoco: あれ？記憶が…
[9903.328] (S)sacooon: オクタン
[9903.351] (S)ミスターバッファリン: はっ。。！！夢か
[9903.547] (S)はるのてゃん: radaoGG
[9903.670] (S)raynidayooo: www
[9905.115] いのりさん: シアはアリーナの英雄だそうです
[9909.344] (S)ラボア: 夢オチ
[9911.254] せおりー: 移動キャラでクラフトアイテム集めに行くのもあり
[9912.553] (S)ドロッと食感: ハボックよりLスター
[9912.761] (S)nattoniboshi: マザーロード
[9913.740] (S)ずれ: オクタン安定かね
[9914.796] (S)riyuu25: wwww
[9915.010] 梨一: ヒューズ強いからね！
[9916.803] (S)who_tawn: 失笑が
[9919.072] zusshin_sushi: という夢を見たのさ
[9920.388] crow_d27i7: ブラハかシア
[9922.891] chiuchiupet: ナックルクラスター買いまくろ
[9923.039] (S)ケバブビギナーのえる: 1、2、3……ポカン！
[9923.412] 梨一: え
[9923.490] (S)juuuuuun1: 夢オチか
[9923.684] ponkichi1228: あ
[9924.325] Meriel814: レイスよりは貢献できるんじゃね
[9925.534] chirol__: あ
[9926.731] (S)ゆう77: え
[9927.052] (S)nattoniboshi: え
[9927.599] ayunosioyaki0223: あ
[9928.506] (M)Nightbot: YouTubeにクリップ集を投稿していきたいので、面白かったシーンなどを>>"タイトル"<<をつけてクリップ作成お願いします。画面の右下にクリップ作成ボタンがあります。>>"タイトル"<<を付けて作成してもらえると後でクリップを選出しやすくなります。よろしくね
[9928.512] (S)ryo_ngz: あ
[9928.727] (S)sacooon: ん
[9928.954] 五色椿: あ
[9928.960] 梨一: あｗ
[9929.272] あらんえむかーびぃ: ｗｗｗｗｗ
[9930.692] soboroboso: え
[9930.885] (S)スパーズ: え
[9932.189] (S)himikokichi_06: え
[9932.221] (S)nin__zin202: あ
[9932.245] (S)yuuragi1722: あ
[9932.854] ニコ丸0429: え
[9933.201] (S)えりんぎ8: wwwwww
[9933.408] (S)哀れな人の子: あ
[9933.475] 神崎立夏: www
[9933.654] (S)yumemiruneco: え
[9933.821] kazushan: あ
[9933.916] (S)NORI25252: あ
[9934.067] (S)ケバブビギナーのえる: おっとぉ
[9934.164] もくたろ: ｗｗｗ
[9934.715] dokukinoco: え？
[9934.853] (S)shilva_0: あ
[9934.920] (S)ozokunchan: あれ
[9934.943] (S)はるのてゃん: え
[9934.953] (S)yuuragi1722: 消えた
[9935.094] (S)sacooon: あ
[9935.377] (S)と_る: あ
[9935.480] (S)mikan_san: 病んでる？
[9935.708] おろしポン酢: あ
[9935.742] (S)ゆきおまる: あ
[9936.030] (S)ミスターバッファリン: おっと？
[9936.070] tanoko070: あ
[9936.434] (S)ふちてゃん: あ
[9936.611] (S)そるとりうむ: え
[9937.000] rinn_tu: あ
[9937.361] (S)ずれ: あ
[9938.391] (S)ここねり: あ
[9938.527] ももかんぬ: え
[9938.544] (S)きのこの炊き込みご飯: あ
[9938.589] bc_moimoi: あ
[9939.482] 梨一: ｗｗｗｗｗｗｗｗｗｗｗ
[9939.482] (S)哀れな人の子: セーフ
[9939.687] 五色椿: え
[9939.743] 神崎立夏: あ
[9940.655] (S)をぺ: え
[9941.307] あらんえむかーびぃ: ｗｗｗｗｗｗｗ
[9941.327] 4toki22: あ
[9941.472] negisun: あ
[9942.396] まみまる: _
[9942.528] pu_tyan: あ
[9942.582] (S)sacooon: 草
[9942.668] crow_d27i7: ナックルクラスター強いかんな！？
[9942.688] (S)田中弐号機: え
[9942.691] (S)おのこ: え？
[9942.919] (S)とりーーも: え
[9943.521] (S)ozokunchan: え
[9944.292] (S)ninfea_03: え
[9945.016] (S)ゆう77: あれ？
[9945.140] (S)スパーズ: あ
[9946.704] (S)tarosuke_0e0: え
[9946.988] (S)nin__zin202: え
[9947.644] 角角家: あ
[9947.880] もくたろ: １ＯＮ１？
[9949.164] (S)田中弐号機: あ
[9949.482] (S)ぷちょしずか: あ
[9950.650] (S)そるとりうむ: あっ
[9951.482] (S)スパーズ: 鯖落ち？
[9951.662] おろしポン酢: PC死んだ？
[9951.692] (S)ここねり: え
[9952.273] 神崎立夏: おー
[9953.052] (S)哀れな人の子: 相手1人はよくある
[9954.079] (S)sacooon: おー
[9954.446] ponkichi1228: あ
[9954.975] (S)yumemiruneco: ほっ
[9955.432] (S)ホッツィ: む？
[9957.282] (S)nin__zin202: ？？？
[9957.510] いのりさん: 居た〜
[9960.661] (S)juuuuuun1: え
[9960.860] (S)tumugi_76: え？
[9961.259] (S)えりんぎ8: 3on1とかたまにあるよ
[9962.735] (S)guri_415: あ
[9962.843] (S)そるとりうむ: え
[9962.908] ayunosioyaki0223: ミュート
[9963.756] (S)ラボア: え
[9968.218] crow_d27i7: なんかえぺ重い感じですか？
[9969.036] (S)norensan: ミュート
[9969.711] 梨一: 1vs1とか初期あったよ
[9970.122] chirol__: 歌詞覚えて
[9971.853] 神崎立夏: レヴとか結構みるよな
[9974.149] ponkichi1228: ミュート
[9976.780] tanuki_pan: perfumeが汚れる〜
[9977.881] 神崎立夏: お世辞
[9982.863] 梨一: ｗｗｗｗｗｗｗ
[9983.116] ももかんぬ: 頭から離れんくなっとる
[9984.709] sunomono8: wwwwwwww
[9990.416] 神崎立夏: フラグ
[9990.537] (S)sacooon: あ
[9992.145] (S)哀れな人の子: ボーナスステージ
[9993.886] (S)をぺ: おりゅ？
[9994.561] 梨一: はいフラグ
[9994.779] chirol__: おりゅ？
[9995.051] もくたろ: 負けられないｗｗｗ
[9995.474] ayunosioyaki0223: おりゅ？w
[9996.820] (S)とりーーも: おりゅ？
[9997.665] negisun: あ
[9998.380] (S)himikokichi_06: おりゅ？
[9998.574] (S)ふちてゃん: おりゅ？
[9998.678] (S)sacooon: ぼこぼこにしてまえ
[9998.702] (S)ozokunchan: おりゅ？
[9998.728] (S)ケバブビギナーのえる: おりゅ？
[10000.107] いのりさん: 3人目生えてきた
[10000.367] ponkichi1228: いけるぞ
[10000.525] せおりー: ヒューズのナックルクラスター強くなったよね
[10001.208] ニコ丸0429: おりゅ？
[10001.658] (S)huizika: ３人いるのでは
[10002.130] (S)ゆう77: おりゅ？w
[10002.797] (S)ここねり: あれ？
[10003.884] (S)ryo_ngz: これで負けたらwwwww
[10005.070] 0214ちさ: おりゅ？
[10005.196] 神崎立夏: 右下も確認な
[10007.089] (S)sacooon: あれ
[10009.074] 梨一: そんなやつおらんやろ～ｗ
[10010.824] (S)はるのてゃん: おりゅ？
[10010.923] (S)ほのぼの: おりゅ？
[10011.067] (S)sacooon: 3人おるやん
[10014.549] ponkichi1228: 流石にね？
[10016.435] zusshin_sushi: おりゅ？
[10017.542] crow_d27i7: おりゅ？ 
[10019.368] (S)who_tawn: 3人おるね
[10021.190] (S)ねこすず: 3人いるやん
[10023.049] mirumiru_h: 3人おるよ
[10024.754] 神崎立夏: がうがう
[10024.789] (S)taka_0214: 敵３人になった？
[10024.893] dokukinoco: 3人おるぞ
[10025.792] 梨一: オクタン入ったね
[10025.831] chirol__: がうがう
[10026.100] ももかんぬ: 3人おるわ
[10027.511] (S)ﾏｲﾁｮ: 3人おりゅよ
[10029.938] (S)yumemiruneco: ３人いるのか
[10032.166] (S)そるとはしお: 3人ちゃんといるね
[10034.661] もくたろ: 表示バグか
[10035.425] (S)ゆう77: 全然3人おるやん
[10037.474] (S)huizika: 真ん中とってけ
[10038.065] crow_d27i7: 3人目合流できたみたいやね
[10038.851] (S)sacooon: 油断していけえ
[10045.721] (S)mikan_san: おお
[10051.083] (S)yoichimu: がうがう
[10063.154] 梨一: チェストｗ
[10079.982] dokukinoco: 青チェスト？
[10080.615] 神崎立夏: あ
[10080.752] 梨一: あ
[10084.964] (S)ゆう77: あ
[10085.796] (S)とりーーも: あ
[10087.215] 五色椿: あ
[10087.653] 神崎立夏: wwwwww
[10087.999] chirol__: あ
[10089.834] もくたろ: いたたｗ
[10090.102] (S)shige__maru: あ
[10095.208] (S)who_tawn: 相手うっま
[10097.026] (S)すーちゃんまる: あ
[10104.937] chirol__: ないす
[10105.251] (S)riyuu25: 相手うっま
[10105.373] 五色椿: お！
[10106.200] (S)をぺ: ないす
[10108.581] (M)Nightbot: らっだぁ切り抜きチャンネルはこちら→https://www.youtube.com/channel/UCh-qC7-Ru8a54apFdHnASsA/
[10109.928] (S)ちゃつう: ないす
[10118.214] 神崎立夏: ちーん
[10118.523] (S)をぺ: おc
[10118.714] sunomono8: おｃ
[10118.893] 梨一: えええええ
[10119.046] dokukinoco: あ
[10119.609] 五色椿: おｃ
[10120.037] (S)ミャ3: おしい
[10120.451] もくたろ: おしいいいいいいい
[10120.640] (S)とりーーも: うえ
[10120.677] ayunosioyaki0223: おc
[10120.885] (S)Ichigo_Strawberry15: おc
[10121.307] (S)himikokichi_06: ええええ
[10122.247] (S)ちゃつう: おｃ
[10122.465] (S)ninfea_03: おc
[10122.474] (S)nirabokuro: わこらだ
[10122.540] kazushan: おｃ
[10123.231] (S)sacooon: うえええええ
[10123.306] (S)moka_0322: おc
[10123.475] 神崎立夏: wwwwww
[10123.499] (S)who_tawn: おっし
[10123.753] (S)norensan: あああああ
[10124.512] (S)ゆう77: おc
[10124.662] いのりさん: おc
[10124.775] (S)ozokunchan: おc
[10124.813] (S)riyuu25: ええあえええ
[10124.829] waraashi: おｃ
[10124.858] (S)てあてあて: ええええ
[10125.222] (S)aina___10812: oc
[10125.528] (S)nin__zin202: うえええええええええ
[10126.033] (S)ここねり: うええええええ
[10126.449] chirol__: ｗｗｗｗ
[10126.857] (S)riyuu25: おc
[10127.287] (S)ryo_ngz: おc
[10128.321] (S)himikokichi_06: おっし
[10128.848] (S)norensan: おc
[10128.874] (S)sacooon: ぐああああああ
[10129.137] (S)huizika: 次有利だから圧かけてけ
[10129.591] chiuchiupet: ストレイフえっぐ
[10130.163] (S)じゅんせぇ: occc
[10130.559] (S)ケバブビギナーのえる: おし
[10131.246] soboroboso: おc
[10131.481] nana_om: うわああああああ
[10131.493] プラず: おc
[10132.106] (S)_ゆずれもん: おc
[10133.916] (S)nin__zin202: 草
[10134.961] 梨一: あ
[10135.509] 角角家: おｃ
[10135.538] 神崎立夏: あ
[10135.658] bc_moimoi: おc
[10136.481] (S)chai_latte3: おc
[10136.544] (S)ryo_ngz: あ
[10136.646] (S)nattoniboshi: あ
[10136.704] crow_d27i7: radaoPien
[10136.775] (S)しおん1001: oc
[10137.174] (S)榊原とーげ: 苦しそう…
[10137.227] ponkichi1228: おc
[10137.891] (S)himikokichi_06: あ
[10137.991] 梨一: まずい
[10138.443] (S)mikan_san: え
[10138.918] (S)田中弐号機: おしー
[10139.213] ayunosioyaki0223: あ
[10140.312] (S)ほのぼの: おc
[10140.539] zusshin_sushi: おc
[10140.823] (S)ケバブビギナーのえる: あ
[10140.895] (S)ねこすず: あ
[10141.946] (S)はるのてゃん: おc
[10142.153] (S)ここねり: あ
[10142.166] (S)NORI25252: あ
[10142.398] (S)そるとりうむ: みんな苦しそう
[10142.488] waraashi: あ
[10142.795] (S)ゆう77: まずい
[10143.684] (S)をぺ: まじ？
[10143.688] (S)と_る: あ
[10143.916] (S)すーちゃんまる: おc
[10144.475] (S)ずれ: あ
[10144.691] (S)Riondam0626: おしー
[10144.706] tanuki_pan: うーん
[10144.921] (S)kagemoegi81: まずい
[10145.241] azusamann: あ
[10145.919] (S)norensan: radaoCry2
[10148.076] (S)ryo_ngz: おっつぅ
[10148.125] (S)暇な爆弾魔: おc
[10148.943] (S)まよかた: おc
[10149.518] (S)ちゃつう: あ
[10149.701] (S)sacooon: プロ？
[10152.503] ponkichi1228: おわった
[10152.785] (S)ほのぼの: あ
[10153.050] pu_tyan: あー…
[10153.842] ももかんぬ: おわた
[10153.890] (S)nin__zin202: だめだこりゃwww
[10154.371] dokukinoco: 翼男きた
[10154.659] いのりさん: それ実際強い
[10155.227] (S)れいん様: lain996 subscribed with Prime. They've subscribed for 11 months! 
[10156.823] (S)かんくろー: ヘビー武器おすすめ
[10157.324] (S)radodo26: あ
[10157.624] (S)clavis0222: 舐めすぎ太郎
[10158.517] せおりー: ウィングマンヒューズとかいう野良では絶対会いたく無いやつ
[10161.552] (S)夜終: おわた
[10168.300] (S)Hoska_2529: あーあ
[10174.446] (S)ケバブビギナーのえる: わお
[10181.009] 梨一: ｗｗｗｗ
[10181.164] 神崎立夏: www
[10185.880] (S)おのこ: わおw
[10185.928] chirol__: ワオ
[10191.641] 五色椿: あーあ
[10196.933] (S)と_る: わあ
[10197.819] ponkichi1228: w
[10213.236] 神崎立夏: マップにのってるで
[10215.452] tanuki_pan: やるっきゃねぇ！
[10223.231] (S)しおん1001: つばおーーーーー
[10236.572] 梨一: おおお
[10240.682] chirol__: ないすぅ
[10241.295] 神崎立夏: やいすー
[10242.394] 梨一: ないす
[10243.066] (S)をぺ: ないすぅ！
[10244.316] 神崎立夏: ないすー
[10244.374] ayunosioyaki0223: ないすー
